,Date,ArticleNumber,SectionText,LinkCount,SectionArticleLength,Weekday,Clicks
800,2021-08-09,1,"Online chemical marketplace start-up, Knowde, has announced a successful $72 million Series B funding round. If you haven't heard, only about 10% of the products produced by chemical companies are used directly by consumers. The chemical industry typically sells to itself or two other manufacturers who eventually combine those chemicals into the physical consumer goods we see on the shelves. Historically, those sales have been led by ""field sales teams, catalogs, and other traditional marketing tactics""—in other words, there isn't an Amazon for the chemical industry's consumers. Knowde is looking to create an online marketplace for the chemical industry's consumers. That would give manufacturers the ability to ""search, compare, sample, quote, and purchase"" chemicals without the sales team the industry is used to. Such a marketplace would be transformational for the chemical industry (particularly specialty chemicals), and that's why these investors are throwing millions of dollars at the idea.Read the press release here.",5,1036,0,69.0
801,2021-08-09,2,"American refiner, Marathon Petroleum, has announced that Haldor Topsoe's hydrotreating technology was successfully tested at its refinery in Dickinson, North Dakota. Many large refiners (such as Phillips 66 and Valero) are rapidly expanding their renewable fuels production in the US. These companies are treating vegetable-based triglycerides (like soy and corn oil) with hydrogen and then refining the product into diesel, jet fuel, and naphtha. Usually, more than 95% of the product is renewable diesel (which, as a reminder, is not biodiesel). Even if renewable diesel is Marathon's (and everyone else's) primary target right now, renewable naphtha presents an opportunity for chemical producers to make bio-based chemicals. By blending renewable naphtha into steam crackers petrochemical companies can market the same products as bio-based on a mass-balance basis.Read the press release here.",9,897,0,49.0
802,2021-08-09,3,"Maire Tecnimont is going to do the EPC for a new LDPE/EVA plant in RussiaWood will do the same thing but for Röhm's new ethylene-based MMA plant we talked aboutBASF, Celanese, Chemours, DuPont, and Eastman all saw triple digit growth during Q2 2021Check out this new green H2 and methanol project coming to IcelandCP Chem said that it will make a decision on some big US chemical projects soon",6,393,0,64.0
803,2021-08-09,4,"Today's MOTD might be more important than you expect, it's butane.                                                              Perhaps known most colloquially for its use in lighters, butane was first discovered in crude oil in 1864 by Edmund Ronalds.Butane comes in two forms—that’s isobutane and n-butane. Both of those molecules are byproducts of oil and gas production and refining, but sometimes the latter is converted into the former.Isobutane is typically used to produce isobutene, which is a precursor for MTBE, ETBE, isooctane, and butyl rubber. Two thirds of its cousin, n-butane, is used to produce LPG. The remaining n-butane is used to make butadiene which finds itself being used to make polybutadiene (tires and golfballs) and ABS (legos).The main companies making all of this butane are often the ones helping to pull it out of the ground or those with steam crackers—think of companies like ExxonMobil, CP Chem, Shell, and Marathon Petroleum.",16,962,0,50.0
804,2021-08-11,0,"South Korean chemical company, LG Chem, has announced the successful production of superabsorbent polymer (SAP) from renewable sources. Last November, LG Chem signed an agreement with Finland's Neste to find a use for Neste's biobased hydrocarbons. That renewable feedstock was blended into one of LG Chem's existing steam crackers to produce biobased olefins on a mass-balance basis. One of those olefins, propylene, was then oxidized into acrylic acid and polymerized into SAP afterward. SAP is most well known for its use in diapers. Over the years many companies have sought out a renewable route to acrylic acid (and therefore SAP, for green diapers) but have struggled to find a compelling process. This mass-balance approach to sustainable SAP production might be the best option until a long-term solution is found.Read the press release here.",13,851,2,118.0
805,2021-08-11,1,"US-based refiner, Phillips 66, has announced a $120 million investment in synthetic graphite producer, Novonix, to support the development of the battery supply chain in the US. As the EV market continues to heat up, the US is looking to develop a more resilient battery materials supply chain. Novonix is one of a few US suppliers capable of producing synthetic graphite anodes. The company processes the petroleum coke produced at refineries so that other manufacturers can make the anodes our lithium-ion batteries need. At the start of this year, Phillips 66 launched a new organization within the company called ""Emerging Energy"". That group is making an effort to build a lower-carbon business platform for Phillips 66. So far, we've seen the company start construction of a renewable fuels refinery, collaborate with a sodium-ion battery producer, and work on fuel cells. Of course, these projects are minor relative to Phillips 66's total business operations, but they do tell us that the company is concerned about its longevity.Read the press release here.",10,1066,2,24.0
806,2021-08-11,2,"US-based EPC firm, KBR, has been selected by Petron Scientech (PSI) to be the exclusive licensing partner for three of PSI's chemical production technologies. PSI's tech converts ethanol to ethylene, ethylene into ethylene oxide (EO) and ethylene glycol (MEG), and n-butane into maleic anhydride. Because the first of those three technologies converts ethanol (which is almost always made via fermentation) into ethylene, anything that the stuff is used for can be marketed as biobased. For example, PSI's tech could then convert that ethylene into EO, the EO into MEG, and then the MEG can be used to make more sustainable PET bottles. PSI can't build plants on its own, so the company is bringing in KBR to handle the things like feasibility studies, basic engineering, technical services, equipment, and construction. Together the companies can approach manufacturing firms with a turnkey solution for a new plant or a modification to an existing one.Read the press release here.",12,982,2,27.0
807,2021-08-11,3,ExxonMobil has started delivering some new IMO-compliant marine fuelPhillips 66 also invested in Seeq (they do advanced analytics and IoT)KBR will be the one to build Europe's largest olefin complex in 20 yearsThis company is going to sell its renewable natural gas through BPSumitomo is trying to use hydrogen to power its rubber manufacturing process,5,352,2,26.0
808,2021-08-11,4,"Today's MOTD is the most interesting one of all: syngas.                                                              Okay, so it's technically two molecules, but this dynamic duo deserves special attention. Primarily used for lighting purposes in the 19th century, syngas (which was initially called water gas) is a very important mixture of hydrogen and carbon monoxide.Today, the world makes most of its syngas by reforming steam and gasifiying coal. For the most part, we make this stuff so that we can make ammonia (which becomes fertilizers) and methanol, but it's also used to make oxo alcohols and liquid fuels.The main companies producing all this synthesis gas are Sasol (because of GTL), Air Liquide, Air Products, and Linde.",15,736,2,25.0
809,2021-08-13,0,"Lithium-ion battery recycling start-up, Li-Cycle, has completed its merger with Peridot Acquisition this week and is now being publicly traded on the NYSE. The last time we talked about Li-Cycle was when the company announced plans to build a spoke (a collection and mechanical processing site) in Arizona. Before that, we saw Li-Cycle's plans to build a hub (a hydrometallurgical refinery) in New York. Broadly speaking, the recycling of lithium-ion batteries (LIBs) addresses their sustainability. By using an above-ground resource (aka ""the urban mine"" the supply of raw materials for LIBs becomes regional (more sustainable) and reduces waste (more sustainable). Even BASF is getting in on this. Yes—Li-Cycle was able to raise $580 million in cash by merging with a special purpose acquisition company (SPAC). Now that the company is done ringing the bell, Li-Cycle will have ""the funding to capitalize on significant growth opportunities, advance our breakthrough commercial technology, and build lithium-ion recycling facilities across the globe"".Read the press release here.",11,1081,4,112.0
810,2021-08-13,1,"Japanese refiner, Eneos, has announced plans to test the use of methylcyclohexane to transport hydrogen to existing refineries in Japan. Hydrogen is an energy-dense molecule and a real pain to liquefy and transport. As a result, most hydrogen is produced where it is intended to be consumed (at refineries with hydrotreaters). While refineries do produce some hydrogen via catalytic reforming, the amount isn't enough for those hydrotreaters. So, we use the steam reforming of methane to fill the void (here are some numbers). Unfortunately for Japan, the country is only home to 0.011% of proven gas reserves and is the world's largest importer of LNG as a result. This isn't the first time we've talked about a liquid organic hydrogen carrier (LOHC)—last month we saw Eastman getting in on it too. Basically, Eneos is going to import hydrogenated toluene (aka methylcyclohexane, the LOHC) and then dehydrogenate it on-site. Then, Eneos will ship that toluene back for reuse as an LOHC and claim that the hydrogen it contained is ""CO2-free"" (because they weren't the ones steam reforming that methane).Read the press release here.",12,1131,4,60.0
811,2021-08-13,2,"Subsidiary of Thailand's PTT Global Chemical and the US's Cargill, NatureWorks, has been given the go-ahead to start construction of its new polylactic acid (PLA) plant in Thailand. A couple of months ago we saw an extremely similar announcement—the only real news here is that the shareholders have aligned on a price tag and timeline. NatureWorks is going to drop $600 million on the world's first integrated lactic acid, lactide, and PLA facility at the start of Q2 2022. The new facility will convert dextrose (local Thai sugarcane farmers) into lactic acid, turn that into lactide, and then polymerize it into a biobased and biodegradable plastic. NatureWorks' new plant (which will produce 75,000 tons of PLA each year) will be joining Total Corbion's plant nearby (which has the same capacity but isn't integrated).Read the press release here.",9,850,4,23.0
812,2021-08-13,3,Henkel decided to invest in a Chinese material science focused fund for its adhesive tech businessPlug Power began building its new green H2 plant in GeorgiaHoneywell UOP's Oleflex on-purpose propylene tech is going to be used out in western SiberiaThis US senator wants an excise tax on plastic to increase plastic recyclingEastman Chemical talked to Jim Cramer on Mad Money about molecular recycling,5,401,4,35.0
813,2021-08-13,4,"Today's MOTD is the one you've been dreaming about…  polyethylene.                                                              First synthesized accidentally in 1898 by this German chemist and then again at ICI in 1935, this (very long) molecule is now the most widely produced polymer in the world (about a third of all plastics are PE).We produce more than 100 million tons of this stuff every year in 3 varieties by polymerizing ethylene—that's HDPE (47%), LDPE (23%, LLDPE (30%). Each version of the molecule has its own special applications, but as a general rule LDPE and LLDPE are mostly used to produce thin films (here's a chart) while HDPE is used in injection and blow molding (here's another chart).The main companies producing all of this polyethylene (in no particular order) are Dow Chemical, ExxonMobil, LyondellBasell, Sinopec, and SABIC.",19,856,4,41.0
814,2021-08-16,0,"Polypropylene (PP) recycler, PureCycle, and South Korean chemical company, SK Chemical, announced plans to build a PP recycling plant in South Korea. PureCycle's supercritical solvent purification technology is able to dissolve the dyes, pigments, and fragrances that usually devalue waste plastic. That means waste PP can be recycled into the white or clear pellets PP consumers long for (instead of this classic recycled grey). It was just two weeks ago when PureCycle announced plans to build a plant in Augusta, Georgia. Given that the company hasn't even started up its first production site (and doesn't plan to until the end of next year), you might think that an additional plant announcement seems premature. But chemical plants aren't built overnight, and PureCycle wants to build 50 in the next decade. You can expect this one with SK Chemical to start construction next year.Read the press release here.",9,915,0,84.0
815,2021-08-16,1,"Coatings company, PPG, has announced that its new sealants plant in Tangier, Morocco just started up. PPG produces the sealants that fill the gaps in your car—protecting you (and your car's vulnerable internals) from the elements. PPG made this super helpful YouTube video if you want a visual of where you might find those sealants. Also, if you don't know anything about what molecules we make sealants out of, this chart is a great place to start. The new plant will directly supply Renault who makes vehicles in both Tangier (where PPG's new plant is) and in Casablance (nearby). As one of the largest and fastest-growing vehicle manufacturers in Africa, Morocco is expected to nearly double its vehicle production in the next two years. If you're interested, there's a bit of history behind the country's automotive industry expansion.Read the press release here.",7,868,0,105.0
816,2021-08-16,2,"Chemical process technology firm, Lummus Technology, has announced the start-up of its largest alkylation unit yet. Over half of the world's refineries utilize alkylation units to convert isobutane and light alkenes into a mixture of mostly isoheptane and isooctane. Refiners install this expensive unit to produce more high-octane gasoline instead of selling more LPG only when it makes economic sense. This alkylation unit uses sulfuric acid to catalyze the reaction (instead of hydrofluoric acid or Honeywell's new ionic liquid). The last time we saw a sulfuric acid alkylation announcement it was DuPont's tech being used—for context, Lummus' new unit is twice as large.Read the press release here.",16,702,0,35.0
817,2021-08-16,3,"LG Chem can officially claim that its battery materials are 100% renewableTechnipFMC strategically invested in a company who mines copper, zinc, and cobalt from under the oceanIndorama and Ultrapar should be wrapping up their Oxiteno chat pretty soonMcDermott's and CB&I just designed the world's largest liquid-hydrogen sphereMitsubishi Chemical and Mura are going to use molecular plastic recycling in Japan",5,409,0,50.0
818,2021-08-16,4,"Today's MOTD is worth telling your friends about, it's monoethanolamine.                                                              It's hard to say much about this molecule without mentioning its siblings. We can't make monoethanolamine (MEA) without making DEA and TEA too. Today, the world produces just under 2 million tons of these three molecules each year and about a third of each.We make this stuff by reacting ethylene oxide with aqueous ammonia. It's mostly used to scrub flue gas emissions and produce detergents, emulsifiers, polishes, and pharmaceuticals.The main companies producing all of these ethanolamines are Huntsman, Dow Chemical, and BASF (among quite a few others).",11,691,0,16.0
819,2021-08-18,0,"Thailand-based chemical company, Indorama, has announced the acquisition of Ultrapar's surfactant subsidiary, Oxiteno for $1.3 billion. It was just a couple of weeks ago that we talked about this potential acquisition for the first time. Oxiteno is big on ethylene oxide (EO),  ethylene glycol (MEG), and the production of their derivatives. The addition of Oxiteno's 11 manufacturing plants to Indorama's portfolio will make Indorama the second largest ethoxylate (surfactant precursor) producer in the world and the largest in the Americas. That's big news for ethyloxylate consumers (surfactant producers) who use surfactants in detergents, surface cleaners, cosmetics, textiles, and paint products. Thanks to plentiful sugarcane and limited natural gas resources, fermenting sugarcane and dehydrating the resulting ethanol has made economic sense in Brazil. That dehydrated ethanol, known as ethylene, can be used as a biobased replacement on a mass basis at existing petrochemical plants. Oxiteno is based out of Brazil—so now Indorama will have access to biobased EO, MEG, and all of their derivatives.Read the press release here.",11,1136,2,114.0
820,2021-08-18,1,"Artificial intelligence (AI) process optimizer, Imubit, has announced an additional $30 million investment to bring its technology to a global scale. Imubit has developed software that uses deep learning to automate process control for chemical processes. The start-up sells the software to the refining, gas processing, petrochemical, ammonia, and renewable fuel industries. The AI allows these operating companies to increase their margins by accounting for things like varied crude oil composition, ambient conditions, and volatile product prices. As of today, Imubit has implemented its software for companies such as Chevron, Flint Hills Resources, Phillips 66, and Motiva just to name a few. Phillips 66 even mentioned at a conference that Imubit's software improved their margins by $10 million per year. Happy customers (aka cash flow) and the additional $30 million (they now have raised a total of $50 million) are both good signs—we'll have to see where it leads.Read the press release here.",8,1002,2,71.0
821,2021-08-18,2,"Petrochemical companies, LyondellBasell and Ineos, have joined Agilyx and ExxonMobil's plastic-waste feedstock management consortium. About a year ago, Agilyx created a subsidiary to focus on the recovery and sorting of plastic waste. In Agilyx's words, the company wants to develop ""new supply chains that will aggregate and pre-process larger volumes of post-use plastics than current systems can support."". Then, last December, ExxonMobil bought a fourth of the company for $8 million. Since then, the joint venture has been building a consortium of companies that want to increase the plastic recycling rate. Yes—LyondellBasell and Ineos are now joining CP Chem, Braskem, and AmSty (all of which just barely beat them to it). These companies are going to pool their resources to develop a supply chain that can make the most of the chemical composition of waste plastic. The waste plastic collected and sorted by Cyclyx can then be sold to companies who want to depolymerize it (such as Nexus Fuels, Brightmark, or Agilyx itself).Read the press release here and here.",11,1071,2,38.0
822,2021-08-18,3,"ENEOS & Mitsubishi Chemical are going to tackle plastic waste molecular recycling togetherIndia's Reliance might sell part of itself to Saudi Aramco for $25 billionPTT Global is clearing land in Ohio for a potential ethane crackerThanks to power purchase agreements, DSM will be 100% renewable in North America by the end of the yearThe TotalEnergies and Borealis JV (called Baystar) just started up its ethane cracker in Port Arthur",5,433,2,33.0
823,2021-08-18,4,"Today's MOTD is a dear friend,  ammonia.                                                              Throughout the classical era, people used an ammonia solution to wash clothes, remove hair from hides, and even remove dust from iron. But that ammonia solution was produced by fermenting urine—a process that is (thankfully) not used widely today. Now, we produce all of our ammonia by using the Haber-Bosch process.Using that process the world makes over 200 million tons of the molecule each year. About 85% of that ammonia is used to make fertilizers (like urea and ammonium salts). Most of the rest of it is used to make polyamides and nitric acid (5% each). Because of ammonia's ties to fertilizer, it's global production always keeps pace with the increased population and standard of living.Some of the main producers of ammonia include Yara, CF Industries, and Nutrien.",12,879,2,54.0
824,2021-08-20,0,"US-based chemical company, Dow Chemical, has announced plans to increase its methyl acrylate production at its site near New Orleans, Louisiana. As the world's third favorite acrylic ester (its siblings, butyl acrylate and ethyl acrylate, are just a little more popular), methyl acrylate is typically polymerized as a comonomer with various other acrylic and vinyl monomers. Those polymers usually end up in coatings, inks, and various other resins. Aside from its use in polymers, the molecule is also used to produce dimethylaminoethylacrylate which is used as a flocculant in water treatment processes. Dow is ""seeing a rise in market demand"" from the water treatment industry and in polymers such as ""inks, resins and packaging materials"". The new unit capitalizes on that demand by integrating with Dow's current acrylic acid production at this site (which is made by oxidizing propylene). Dow thinks that the unit should start pumping out the additional 50,000 tons per year in early 2022.Read the press release here.",7,1023,4,47.0
825,2021-08-20,1,"Japanese chemical company, Toray, has announced that its recent acrylonitrile butadiene styrene (ABS) expansion at its site in Penang, Malaysia has started production. Toray announced this $90 million capacity expansion at the end of 2018 with the intent of starting up by November 2020. While they are a little late to the party, the new capacity is officially fulfilling the increased market demand in home appliances, automobiles, and toys (we're looking at you, LEGO). This type of ABS is regarded as ""premium grade"" because of its ""transparent and anti-heat"" properties. The market demand for this type of ABS is increasing by roughly 80,000 tons per year (that's 240,000 since their announcement). Toray's expansion is adding 83,000 tons per year to the market—so they'd need to build a plant like this every year to keep up if it was just them. Fortunately it's not, we saw Ineos doing an expansion last December.Read the press release here.",8,948,4,63.0
826,2021-08-20,2,"Subsidiaries of both the UK's Ineos and Germany's BASF have signed on to the second phase of Denmark's leading CO2 capture and storage consortium. Denmark is hoping to reduce its CO2 emissions by 70% by 2030. That ambitious goal is going to take an army, and so a consortium was formed (they call it Greensand) to pool resources and come up with a grand plan. The 29 companies involved are now planning to test whether they can store CO2 off the coast of Denmark and under the seafloor. This massive undertaking has the potential to store about 9 million tons of CO2 per year. That's roughly a quarter of the country's current CO2 emissions—that's just 0.02% of our global CO2 emissions. Is this project how we should be focusing our resources? Feel free to respond to this email with your thoughts!Read the press release here.",6,827,4,18.0
827,2021-08-20,3,Linde is looking to supply the semiconductor industry with green hydrogenWood is seeing a ton of growth in CCUS projects (they've signed 20 projects since the start of this year)Proman and Global Energy are teaming up to make green methanol in ScotlandToyo landed this polypropylene plant project headed to JapanCheck out Avient's new thermoplastic elastomers for 5G applications,5,379,4,23.0
828,2021-08-20,4,"Today's MOTD is the best one yet:  ethylenediaminetetraacetic acid.                                                              This mouthful of a molecule is commonly referred to as EDTA, and it shows up a lot more frequently in our lives than you might imagine (including this viral TikTok). First produced by IG Farben in 1935, EDTA was initially synthesized to reduce Germany's reliance on citric acid imports for the production of paints.Each year the world produces about 100,000 tons of EDTA by reacting ethylenediamene, formaldehyde, and sodium cyanide. We use this stuff mainly because of its ability to chelate (bind to) metal ions—so you'll find it in canned foods (so that the metal from the can doesn't get in your food) and at paper mills (so that metal ions don't color the paper).The major chelating agent producers (not specifically EDTA) include BASF, Dow Chemical, and Nouryon.",12,897,4,48.0
829,2021-08-23,0,"Biobased indigo start-up, Huue, has announced that it will be partnering with Gingko Bioworks to accelerate the development of indigo-producing organisms. We've been making indigo dye (aka indigotin) via chemical processes since the end of the 19th century. The process was perfected by BASF in 1925 when the company figured out how to make this intermediate by reacting aniline with formaldehyde and hydrogen cyanide. Today, indigo dye is used almost exclusively to dye the 5 billion pairs of blue jeans that are produced each year. For context, each pair of jeans uses about 10 grams of dye, so roughly 50,000 tons of dye is used per year. Huue and Ginko are going to develop a microbe that can economically produce the same dye BASF made its name with (the ""A"" stands for aniline). Ginko is known for accelerating this development (they see themselves as Amazon AWS for biotech companies). But while it's true that these companies are tackling an issue, it's important to remember how tiny 50,000 tons per year is to large chemical companies. For example, the chemical industry pumps out some 200 million tons of ethylene each year (that's 4000x more). The incumbents (like BASF) have bigger sustainability issues to worry about than making dye more sustainable.Read the press release here.",11,1293,0,103.0
830,2021-08-23,1,"South Korean chemical company, LG Chem, has announced plans to invest $2.2 billion to build 10 new plants at its site in Daesan, South Korea by 2028. LG Chem's big plans are starting this year—the company expects to break ground on a 50,000 ton per year polybutylene adipate terephthalate (PBAT) and 100,000 ton per year polyolefin elastomer (POE) plant in the coming months. The remaining 8 plants are still a bit of a mystery, but LG Chem did say that it wants this site to be ""a mecca for ESG-based businesses"". The company even mentioned ""bio-based raw material production"" and ""waste plastic recycling"". Hopefully that's enough for you to chew on. The last time we talked about PBAT was when a couple of other South Korean companies announced plans to build a PBAT plant. Despite its petroleum origins, this stuff is widely known for being fully biodegradable (that means it doesn't need high heat and humidity like PLA). POE on the other hand doesn't have clear ESG appeal aside from its occasional use in solar films (which LG Chem was sure to mention).Read the press release here.",9,1088,0,44.0
831,2021-08-23,2,"Specialty chemicals producer, WeylChem, has announced plans to build a very large halogen exchange plant in Frankfurt, Germany. Halogen exchange, known in practice as the Halex process, converts aromatic chlorides into aromatic fluorides. That includes the production of molecules like dinitrofluorobenzene (aka Sanger's reagent) which was used to determine the structure of insulin. If you're interested in the molecules WeylChem makes check out their advanced intermediates and care chemicals. WeylChem emphasized the importance of the location for this new plant—citing minimized carbon emissions upon delivery and greater delivery reliability for the end market (which apparently is in Europe). The region is reportedly seeing ""great interest"" in WeylChem's molecules (probably for use in pharmaceuticals, agrochemicals, and dyes) with some customers having already signed take-off agreements.Read the press release here.",10,925,0,32.0
832,2021-08-23,3,"Chemstations (a process simulation software company) just got bought by DatacorHoward Midstream Energy is going to make blue hydrogen in Corpus Christi, TXMitsubishi Chemical is partnering with a few others to study ethylene derivatives from biobased raw materialsGrace licensed its PP tech (it's called Unipol) to an Indian chemical companyPreviously a hurricane, a tropical storm is now approaching some Mexican chemical plants",5,429,0,32.0
833,2021-08-23,4,"Today's MOTD is the most interesting one of all: toluene.                                                              Owing its name to the balsam of Tolu, the world now produces some 33 million tons of toluene each year.Most of that toluene is made at refineries thanks to the catalytic reforming of naphtha, but a good bit is made from the production of coke (which you'll see the most of in China). At refineries that toluene is found as a component in BTX and most of it is never separated from its aromatic friends—it's just blended into gasoline.Even when that toluene is isolated, most of it ends up being used to make B and X (benzene and xylene). The rest is used to make TDI (for polyurethanes), TNT (for blowing up stuff), benzoic acid, and benzaldehyde.Given that most of the molecule is made at refineries it shouldn't be a surprise that ExxonMobil, Sinopec, and Shell are some of the key players.",18,911,0,23.0
834,2021-08-25,0,"Japan-based chemical company, Sumitomo Chemical, has announced plans to build a polymethyl methacrylate (PMMA) molecular recycling pilot plant in Ehime, Japan. We talk about chemical companies looking to depolymerize waste plastic all the time—but usually in reference to the big hitters like PE, PP, and PS. Typically, these companies are using pyrolysis to break down those polymers (so they can toss them back into steam crackers), but recently we talked about PureCycle's supercritical solvent technology for PP recycling. This time we're looking at PMMA, a polymer most well known for its transparency and toughness. Instead of getting in on ethylene-based MMA (that's the PMMA precursor), Sumitomo is looking to collect waste PMMA and use it as a feedstock. This time the company is using scrapped aquarium panels, but they have a long way to go before they can assure a stable raw material procurement system. Japan's lack of natural gas reserves might provide some insight as to why they are giving PMMA recycling a shot.Read the press release here.",13,1057,2,140.0
835,2021-08-25,1,"German specialty chemical company, Lanxess, has announced the acquisition of IFF's microbial control business for $1.3 billion. Back in December 2019, IFF merged with DuPont's $26.2 billion nutrition and biosciences unit. The deal included DuPont's textured soy protein concentrate that enables plant-based meat companies Impossible Foods and Beyond Meat—making it a little pricey and causing a stock price sink. Now, IFF is shedding the unit it doesn't want to focus on (chemicals for killing microbes) for the one it's known for (flavors & fragrances). The last time we talked about Lanxess was when the company Emerald Kamala Chemical in February for $1.1B. That acquisition, and another disinfectant acquisition from January, have built up Lanxess' Consumer Protection segment into one of the world's largest. If you're interested in the molecules we use to kill microbes this guide from the CDC is a good starting point.Read the press release here.",12,953,2,32.0
836,2021-08-25,2,"Houston-based EPC firm, KBR, and British process technology company, Johnson Matthey, have announced plans to jointly offer an integrated urea formaldehyde concentrate (UFC) production technology. UFC is basically a liquid mixture composed of 60% formaldehyde, 25% urea, and 15% water. Producers of this stuff sell it to other companies who then add more urea and an acid catalyst to polymerize it into a thermosetting polymer called urea-formaldehyde (UF). Most of that UF is used as a slow-release fertilizer or to bond wood. The press release was sure to mention that the combined technology ensures ""the lowest carbon footprint"". Because urea production consists of reacting ammonia with CO2, we may be seeing some sort of CO2 integration here. Even if that's not what's going on, at least the production process is reportedly cheaper!Read the press release here.",10,867,2,14.0
837,2021-08-25,3,BASF is building a new pilot plant to accelerate catalyst development and solids processing techThe ACC announced that U.S. chemical production grew in JulySumitomo (who we talked about above) is also going to expand its semiconductor materials businessMarathon Petroleum and ADM are teaming up to bring more renewable diesel to the marketAgilyx is working with Kumho to decide whether they should turn PS into SSBR,5,415,2,33.0
838,2021-08-25,4,"Today's MOTD needs no introduction, it's trinitrotoluene.                                                              Known colloquially as TNT, this explosive molecule is a yellow solid at standard conditions and has been around ever since this German chemist figured out how to use it as a yellow dye in 1863.Due to its explosive nature, only military arsenals can produce the molecule in the US—so it's not exactly clear how much of it is made each year. We do know that it's ""still widely used"" by the military today and that we made enormous quantities of it during the world wars.In any case, when we make it, we make it by nitrating toluene three times. Generally speaking, it's large refiners who produce toluene, so perhaps they sell (relatively) small quantities of that feedstock to the government?",5,810,2,6.0
839,2021-08-27,0,"US-based refiner, Phillips 66, has put its 256,000 barrel-per-day refinery just outside of New Orleans, Louisiana up for sale. Ever since the onset of COVID-19, we've seen an increased interest from refiners to sell their refineries (or convert them to produce renewables—like what Phillips 66 is doing in San Francisco). Recently, we've seen HollyFrontier (now HF Sinclair) buy refineries from Sinclair Oil and from Shell. But those looking to sell don't always find buyers and not every refinery is worth converting. For example, Shell hasn't found a buyer for its refinery in Convent, Louisiana that it listed on the market a year ago. We're seeing quotes from Phillips 66's CEO like ""the U.S. refining business in the future is going to be smaller, not bigger"". This 50-year-old refinery processes sweet crude in a very competitive region, and as the business declines, the least profitable refineries are going to be the first to go. In any case, some analysts think that Phillips 66 could fetch up to $500 million for the plant. That figure might make the company's $729 million Q2 refining loss a little easier to swallow.Read more here on Reuters.",9,1155,4,83.0
840,2021-08-27,1,"Belgian chemical company, Solvay, has announced the formation of a joint venture (JV) alongside Shinkong to produce high-purity hydrogen peroxide for the semiconductor industry. Solvay's high-purity hydrogen peroxide is branded as Interox (here is their product page) and is used primarily for two things:For etching of printed circuit boards alongside sulfuric acidTo regenerate cupric chloride etching bathsBasically, in between many steps of the (very complex) chip-making process, hydrogen peroxide is used to remove specific layers to cut out parts of the surface. This new plant, when it starts up in Q1 2023, will pump out 30,000 tons per year of that hydrogen peroxide. That's on par with Solvay's 24,000 ton per year plant they built in China two years ago for the same reason. So long as you're seeing growth in semiconductors (which is tracking 5G, IoT, and AI), you'll see growth in the chemicals we need to make them.Read the press release here.",9,958,4,51.0
841,2021-08-27,2,"American refiner, Marathon Petroleum, and food processor, ADM, have announced the formation of a joint venture (JV) for the production of soybean oil. ADM announced plans to build a new $350 million soybean oil production site back in May. The ""formation of the JV"" is better translated as ""Marathon bought a 25% equity stake in ADM’s plant"". After the bean crushing and refining site is complete (in 2023) it will produce 300,000 tons per year of soybean oil. Taking a stake in the plant guarantees Marathon a reliable supply of soybean oil (in terms of both price and delivery). The JV will ship that soybean oil 200 miles west to feed Marathon’s refinery in Dickinson, North Dakota. It’s about enough soybean oil to make 75 million gallons of renewable diesel—or roughly half of that refinery’s capacity.Read the press release here.",7,835,4,22.0
842,2021-08-27,3,"Invista is planning to double its Nylon 6,6 production in ShanghaiExxonMobil also made a move into renewable diesel (in Canada)The US EIA is expecting greater propane consumption this winterLyondellBasell's CEO is retiring after holding the position for 6 yearsBASF secured some renewable energy for its catalyst plant in Poland",5,328,4,25.0
843,2021-08-27,4,"Today's MOTD is the most important one yet: polycarbonate.                                                              First discovered in 1898 by the same guy who invented Novocain, we didn't start producing this molecule commercially until both Bayer and General Electric discovered it at basically the same time in the 1950s.Today, the world produces about 5 million tons of this stuff each year primarily by reacting BPA and phosgene (although that's not the only way). This tough, transparent, and heat resistant polymer is what we use to make CDs, DVDs, and so much more.The main two companies producing polycarbonates are just pieces of the companies who started it all—Covestro (a spin-off from Bayer) and SABIC (who bought General Electric's plastic business) are responsible for nearly half of all polycarbonate production.",14,834,4,15.0
844,2021-08-30,0,"Petrochemical producers, such as BASF, Dow Chemical, and ExxonMobil, prepared for the worst alongside Louisiana residents as Hurricane Ida made landfall Sunday afternoon. Before Ida made landfall some 50 miles South of New Orleans, plants in the area (including those owned by BASF, Dow Chemical, ExxonMobil, Phillips 66, Shell, Norco, and Cornerstone) were idled. Nearly all shipments passing to, through, or from the region (via rail, river, or sea) were suspended on Sunday as well. Citizens were encouraged to evacuate and those who opted out were encouraged to stay indoors. We'll hear about the impact of the storm early this week, but for now, we only know what's at stake. This region, known colloquially as Cancer Alley, producers enormous quantities of the chemical building blocks that feed every other industry. Some molecules, like MDI, melamine, propylene, and PVC were already seeing record high prices due to short supply. That price impact can trickle its way down to the consumer if the storm is bad enough.Read more here on ICIS.",6,1048,0,73.0
